Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,Active_Ratio,Not_Active_subscribers,Mobile_Revenue_Ratio,Inactive_Ratio,CRM_PID_Value_Segment,EffectiveSegment,CHURN
0.10148967863598171,-1.0450203093333628,-0.06996441894440315,-1.046089251421988,-0.4746824813500581,-2.6689188498367,0.8322879671868498,0.08437284514641268,2.731033794956299,2.0,4.0,0
2.1510616153491826,-1.0450203093333628,-0.06996441894440315,-1.046089251421988,-0.8156423602311834,-2.923235880826844,3.238496863127248,0.08437284514641268,2.988648527194314,1.0,5.0,0
-0.7768982942411042,-1.0450203093333628,-0.06996441894440315,-1.046089251421988,-0.176233024385988,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.5817009669350851,-1.0450203093333628,-0.06996441894440315,-1.046089251421988,0.7182388429615402,-2.775999704990445,0.12457946838085027,0.08437284514641268,2.839503155898621,0.0,4.0,0
-0.5817009669350851,-1.0433628152922545,-0.06996441894440315,-1.0444426773384454,-0.6219350768565596,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,1
-0.5817009669350851,-1.0433628152922545,-0.06996441894440315,-1.0444426773384454,-0.6219350768565596,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.38650363962906603,-1.0433628152922545,-0.06996441894440315,-1.0444426773384454,-0.7718171829971056,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.4841023032820756,-1.0433628152922545,-0.06996441894440315,-1.0444426773384454,-0.7117766901864191,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.5817009669350851,-1.0433628152922545,-0.06996441894440315,-1.0444426773384454,-0.6219350768565596,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.6792996305880947,-1.0433628152922545,-0.06996441894440315,-1.0444426773384454,-0.4720529707160134,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.38650363962906603,-1.0433628152922545,-0.06996441894440315,-1.0444426773384454,-0.4720529707160134,-1.59811029829925,0.12457946838085027,0.08437284514641268,1.6463401855330766,0.0,4.0,0
0.003891014982972168,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.46986171185430947,-2.540421823652206,0.6907462674256499,0.08437284514641268,2.600870561825512,0.0,4.0,0
-0.4841023032820756,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.46986171185430947,-1.1269545356227724,-0.016962231380349628,0.08437284514641268,1.169074997386859,0.0,4.0,0
-0.4841023032820756,-1.041705321251146,-0.06996441894440315,-1.042796103254903,0.7331394032211268,-3.0115775863286833,0.26612116814205017,0.08437284514641268,3.07813574997173,0.0,4.0,0
-0.4841023032820756,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.6201820697671965,-0.1846430102698164,-0.15850393114154954,0.08437284514641268,0.21454462109442368,0.0,4.0,0
-0.38650363962906603,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.6201820697671965,-0.8128506938384539,-0.016962231380349628,0.08437284514641268,0.8508982052893804,0.0,4.0,0
-0.38650363962906603,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.6201820697671965,-0.8128506938384539,-0.016962231380349628,0.08437284514641268,0.8508982052893804,0.0,4.0,0
-0.5817009669350851,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.6201820697671965,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.4841023032820756,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.7104619348693967,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.6792996305880947,-1.041705321251146,-0.06996441894440315,-1.042796103254903,-0.46986171185430947,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.6792996305880947,-1.0401453268595147,-0.06996441894440315,-1.0412463864703922,-0.4672322012202648,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.7768982942411042,-1.0401453268595147,-0.06996441894440315,-1.0412463864703922,-0.16527673007746857,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.6792996305880947,-1.0401453268595147,-0.06996441894440315,-1.0412463864703922,-0.4672322012202648,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.5817009669350851,-1.0401453268595147,-0.06996441894440315,-1.0412463864703922,-0.6184290626778333,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.5817009669350851,-1.0384878328184062,-0.06996441894440315,-1.0395998123868497,-0.4650409423585609,-0.42022089160805554,-0.15850393114154954,0.08437284514641268,0.45317721516753245,0.0,4.0,0
